d_code;d_name;s_name;s_value
72;Spondylitis;Back cramps or spasms;21
72;Spondylitis;Lower body pain;12
72;Spondylitis;Stiffness all over;7
72;Spondylitis;Muscle cramps, contractures, or spasms;7
72;Spondylitis;Low back cramps or spasms;7
72;Spondylitis;Back mass or lump;4
73;Pituitary adenoma;Headache;56
73;Pituitary adenoma;Loss of sensation;33
73;Pituitary adenoma;Diminished vision;33
73;Pituitary adenoma;Knee pain;33
73;Pituitary adenoma;Nausea;33
73;Pituitary adenoma;Disturbance of memory;20
73;Pituitary adenoma;Coryza;20
73;Pituitary adenoma;Weight gain;20
73;Pituitary adenoma;Pain in eye;20
73;Pituitary adenoma;Nosebleed;20
73;Pituitary adenoma;Long menstrual periods;20
73;Pituitary adenoma;Muscle swelling;1
74;Uterine fibroids;Sharp abdominal pain;49
74;Uterine fibroids;Pelvic pain;42
74;Uterine fibroids;Heavy menstrual flow;37
74;Uterine fibroids;Lower abdominal pain;22
74;Uterine fibroids;Unpredictable menstruation;20
74;Uterine fibroids;Painful menstruation;12
74;Uterine fibroids;Intermenstrual bleeding;11
74;Uterine fibroids;Long menstrual periods;11
74;Uterine fibroids;Infertility;8
74;Uterine fibroids;Vaginal discharge;8
74;Uterine fibroids;Involuntary urination;8
74;Uterine fibroids;Cramps and spasms;6
75;Idiopathic nonmenstrual bleeding;Intermenstrual bleeding;63
75;Idiopathic nonmenstrual bleeding;Unpredictable menstruation;43
75;Idiopathic nonmenstrual bleeding;Long menstrual periods;39
75;Idiopathic nonmenstrual bleeding;Pelvic pain;34
75;Idiopathic nonmenstrual bleeding;Sharp abdominal pain;34
75;Idiopathic nonmenstrual bleeding;Heavy menstrual flow;34
75;Idiopathic nonmenstrual bleeding;Painful menstruation;24
75;Idiopathic nonmenstrual bleeding;Vaginal discharge;24
75;Idiopathic nonmenstrual bleeding;Painful urination;17
75;Idiopathic nonmenstrual bleeding;Frequent menstruation;17
75;Idiopathic nonmenstrual bleeding;Blood clots during menstrual periods;17
75;Idiopathic nonmenstrual bleeding;Sweating;17
76;Chalazion;Mass on eyelid;84
76;Chalazion;Pain in eye;58
76;Chalazion;Swollen eye;45
76;Chalazion;Eye redness;43
76;Chalazion;Symptoms of eye;38
76;Chalazion;Eyelid swelling;35
76;Chalazion;Eyelid lesion or rash;35
76;Chalazion;Diminished vision;25
76;Chalazion;Itchiness of eye;25
76;Chalazion;Skin growth;21
76;Chalazion;Foreign body sensation in eye;16
76;Chalazion;Lacrimation;12
77;Ovarian torsion;Sharp abdominal pain;63
77;Ovarian torsion;Lower abdominal pain;48
77;Ovarian torsion;Pelvic pain;44
77;Ovarian torsion;Ache all over;25
77;Ovarian torsion;Groin mass;18
77;Ovarian torsion;Unwanted hair;10
77;Ovarian torsion;Symptoms of bladder;10
77;Ovarian torsion;Knee swelling;10
77;Ovarian torsion;Pain or soreness of breast;10
77;Ovarian torsion;Skin swelling;10
77;Ovarian torsion;Infertility;10
77;Ovarian torsion;Acne or pimples;10
78;Retinopathy due to high blood pressure;Diminished vision;70
78;Retinopathy due to high blood pressure;Spots or clouds in vision;38
78;Retinopathy due to high blood pressure;Symptoms of eye;35
78;Retinopathy due to high blood pressure;Pain in eye;21
78;Retinopathy due to high blood pressure;Itchiness of eye;21
78;Retinopathy due to high blood pressure;Foreign body sensation in eye;15
78;Retinopathy due to high blood pressure;Mass on eyelid;15
78;Retinopathy due to high blood pressure;Eye redness;15
78;Retinopathy due to high blood pressure;Blindness;8
78;Retinopathy due to high blood pressure;Pus draining from ear;8
78;Retinopathy due to high blood pressure;Lacrimation;8
78;Retinopathy due to high blood pressure;Irregular appearing nails;8
79;Vaginal yeast infection;Vaginal itching;79
79;Vaginal yeast infection;Vaginal discharge;77
79;Vaginal yeast infection;Painful urination;41
79;Vaginal yeast infection;Sharp abdominal pain;32
79;Vaginal yeast infection;Vaginal pain;24
79;Vaginal yeast infection;Vaginal redness;23
79;Vaginal yeast infection;Itching of skin;20
79;Vaginal yeast infection;Problems during pregnancy;19
79;Vaginal yeast infection;Suprapubic pain;19
79;Vaginal yeast infection;Pelvic pain;19
79;Vaginal yeast infection;Lower abdominal pain;17
79;Vaginal yeast infection;Vulvar irritation;14
80;Mastoiditis;Ear pain;84
80;Mastoiditis;Dizziness;49
80;Mastoiditis;Redness in ear;42
80;Mastoiditis;Fluid in ear;42
80;Mastoiditis;Cough;42
80;Mastoiditis;Headache;37
80;Mastoiditis;Diminished hearing;37
80;Mastoiditis;Fever;37
80;Mastoiditis;Plugged feeling in ear;32
80;Mastoiditis;Ringing in ear;32
80;Mastoiditis;Nasal congestion;32
80;Mastoiditis;Facial pain;26
81;Lung contusion;Back pain;63
81;Lung contusion;Sharp chest pain;55
81;Lung contusion;Ache all over;44
81;Lung contusion;Rib pain;44
81;Lung contusion;Elbow pain;28
81;Lung contusion;Hip pain;28
81;Lung contusion;Hurts to breath;28
81;Lung contusion;Fluid retention;28
81;Lung contusion;Dizziness;28
81;Lung contusion;Headache;28
81;Lung contusion;Shoulder pain;28
81;Lung contusion;Shortness of breath;28
82;Hypertrophic obstructive cardiomyopathy (HOCM);Sharp chest pain;64
82;Hypertrophic obstructive cardiomyopathy (HOCM);Difficulty breathing;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Anxiety and nervousness;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Chest tightness;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Leg swelling;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Joint pain;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Cough;36
82;Hypertrophic obstructive cardiomyopathy (HOCM);Emotional symptoms;2
82;Hypertrophic obstructive cardiomyopathy (HOCM);Elbow cramps or spasms;2
82;Hypertrophic obstructive cardiomyopathy (HOCM);Nailbiting;2
82;Hypertrophic obstructive cardiomyopathy (HOCM);Muscle swelling;2
82;Hypertrophic obstructive cardiomyopathy (HOCM);Elbow weakness;2
83;Ingrown toe nail;Irregular appearing nails;87
83;Ingrown toe nail;Foot or toe pain;73
83;Ingrown toe nail;Skin on leg or foot looks infected;46
83;Ingrown toe nail;Foot or toe swelling;32
83;Ingrown toe nail;Abnormal appearing skin;26
83;Ingrown toe nail;Skin dryness, peeling, scaliness, or roughness;12
83;Ingrown toe nail;Skin growth;10
83;Ingrown toe nail;Skin on arm or hand looks infected;7
83;Ingrown toe nail;Swollen eye;5
83;Ingrown toe nail;Neck swelling;3
83;Ingrown toe nail;Skin irritation;3
83;Ingrown toe nail;Itchy scalp;3
84;Pulmonary eosinophilia;Cough;83
84;Pulmonary eosinophilia;Shortness of breath;76
84;Pulmonary eosinophilia;Fever;74
84;Pulmonary eosinophilia;Nasal congestion;63
84;Pulmonary eosinophilia;Sharp chest pain;40
84;Pulmonary eosinophilia;Difficulty breathing;30
84;Pulmonary eosinophilia;Dizziness;30
84;Pulmonary eosinophilia;Ache all over;30
84;Pulmonary eosinophilia;Nosebleed;18
84;Pulmonary eosinophilia;Redness in ear;18
84;Pulmonary eosinophilia;Fluid retention;18
84;Pulmonary eosinophilia;Paresthesia;18
85;Open wound of the hip;Hip pain;29
85;Open wound of the hip;Leg pain;29
85;Open wound of the hip;Hip swelling;6
86;Corneal disorder;Diminished vision;76
86;Corneal disorder;Pain in eye;62
86;Corneal disorder;Eye redness;43
86;Corneal disorder;Spots or clouds in vision;32
86;Corneal disorder;Symptoms of eye;30
86;Corneal disorder;Foreign body sensation in eye;27
86;Corneal disorder;Lacrimation;24
86;Corneal disorder;Itchiness of eye;21
86;Corneal disorder;White discharge from eye;10
86;Corneal disorder;Swollen eye;10
86;Corneal disorder;Double vision;5
86;Corneal disorder;Eyelid lesion or rash;5
87;Foreign body in the gastrointestinal tract;Difficulty in swallowing;48
87;Foreign body in the gastrointestinal tract;Vomiting;32
87;Foreign body in the gastrointestinal tract;Sharp abdominal pain;26
87;Foreign body in the gastrointestinal tract;Regurgitation;10
87;Foreign body in the gastrointestinal tract;Vomiting blood;10
87;Foreign body in the gastrointestinal tract;Throat feels tight;7
87;Foreign body in the gastrointestinal tract;Lump in throat;7
87;Foreign body in the gastrointestinal tract;Recent weight loss;4
87;Foreign body in the gastrointestinal tract;Cramps and spasms;4
87;Foreign body in the gastrointestinal tract;Incontinence of stool;4
87;Foreign body in the gastrointestinal tract;Foot or toe cramps or spasms;4
87;Foreign body in the gastrointestinal tract;Temper problems;4
88;Endophthalmitis;Pain in eye;86
88;Endophthalmitis;Eye redness;83
88;Endophthalmitis;Swollen eye;56
88;Endophthalmitis;Diminished vision;48
88;Endophthalmitis;Itchiness of eye;38
88;Endophthalmitis;Mass on eyelid;23
88;Endophthalmitis;Paresthesia;23
88;Endophthalmitis;Painful sinuses;23
88;Endophthalmitis;Skin lesion;23
88;Endophthalmitis;Foot or toe pain;23
88;Endophthalmitis;Lacrimation;23
88;Endophthalmitis;Painful urination;23
89;Intestinal malabsorption;Diarrhea;64
89;Intestinal malabsorption;Vomiting;51
89;Intestinal malabsorption;Sharp abdominal pain;43
89;Intestinal malabsorption;Allergic reaction;38
89;Intestinal malabsorption;Irritable infant;33
89;Intestinal malabsorption;Infant feeding problem;33
89;Intestinal malabsorption;Cough;33
89;Intestinal malabsorption;Constipation;33
89;Intestinal malabsorption;Nasal congestion;27
89;Intestinal malabsorption;Infant spitting up;20
89;Intestinal malabsorption;Feeling ill;20
89;Intestinal malabsorption;Flatulence;20
90;Lead poisoning;Pain in eye;91
90;Lead poisoning;Shoulder cramps or spasms;91
90;Lead poisoning;Facial pain;91
90;Lead poisoning;Ankle pain;91
90;Lead poisoning;Wrist pain;91
90;Lead poisoning;Pain during pregnancy;91
90;Lead poisoning;Excessive anger;91
90;Lead poisoning;Joint stiffness or tightness;91
90;Lead poisoning;Pain or soreness of breast;91
90;Lead poisoning;Knee lump or mass;91
90;Lead poisoning;Fatigue;91
90;Lead poisoning;Excessive urination at night;91
91;Viral warts;Warts;87
91;Viral warts;Skin lesion;41
91;Viral warts;Skin growth;24
91;Viral warts;Abnormal appearing skin;23
91;Viral warts;Skin moles;17
91;Viral warts;Acne or pimples;16
91;Viral warts;Bumps on penis;12
91;Viral warts;Skin swelling;11
91;Viral warts;Skin dryness, peeling, scaliness, or roughness;11
91;Viral warts;Lip swelling;4
91;Viral warts;Too little hair;4
91;Viral warts;Foot or toe lump or mass;4
92;Hyperhidrosis;Sweating;88
92;Hyperhidrosis;Warts;58
92;Hyperhidrosis;Acne or pimples;50
92;Hyperhidrosis;Fever;40
92;Hyperhidrosis;Skin rash;25
92;Hyperhidrosis;Redness in ear;25
92;Hyperhidrosis;Headache;25
92;Hyperhidrosis;Diminished vision;25
92;Hyperhidrosis;Sharp abdominal pain;25
92;Hyperhidrosis;Cough;25
92;Hyperhidrosis;Vomiting;25
92;Hyperhidrosis;Cramps and spasms;25
93;Stroke;Focal weakness;46
93;Stroke;Dizziness;43
93;Stroke;Headache;37
93;Stroke;Loss of sensation;37
93;Stroke;Weakness;33
93;Stroke;Problems with movement;33
93;Stroke;Slurring words;30
93;Stroke;Difficulty speaking;29
93;Stroke;Depressive or psychotic symptoms;27
93;Stroke;Seizures;23
93;Stroke;Abnormal involuntary movements;14
93;Stroke;Disturbance of memory;13
94;Pilonidal cyst;Skin growth;52
94;Pilonidal cyst;Lower body pain;41
94;Pilonidal cyst;Ache all over;32
94;Pilonidal cyst;Skin swelling;28
94;Pilonidal cyst;Pain of the anus;17
94;Pilonidal cyst;Bones are painful;14
94;Pilonidal cyst;Back mass or lump;14
94;Pilonidal cyst;Mass or swelling around the anus;8
94;Pilonidal cyst;Pelvic pain;8
94;Pilonidal cyst;Fluid retention;8
94;Pilonidal cyst;Low back swelling;4
94;Pilonidal cyst;Irregular appearing scalp;4
95;Crushing injury;Hand or finger pain;62
95;Crushing injury;Foot or toe pain;30
95;Crushing injury;Loss of sensation;22
95;Crushing injury;Hand or finger swelling;22
95;Crushing injury;Hand or finger stiffness or tightness;12
95;Crushing injury;Ankle swelling;8
95;Crushing injury;Knee swelling;8
95;Crushing injury;Neck swelling;4
95;Crushing injury;Lymphedema;4
96;Normal pressure hydrocephalus;Problems with movement;65
96;Normal pressure hydrocephalus;Headache;54
96;Normal pressure hydrocephalus;Disturbance of memory;36
96;Normal pressure hydrocephalus;Depressive or psychotic symptoms;36
96;Normal pressure hydrocephalus;Dizziness;36
96;Normal pressure hydrocephalus;Palpitations;22
96;Normal pressure hydrocephalus;Difficulty speaking;22
96;Normal pressure hydrocephalus;Involuntary urination;22
96;Normal pressure hydrocephalus;Fatigue;22
96;Normal pressure hydrocephalus;Hip lump or mass;22
96;Normal pressure hydrocephalus;Blood in urine;22
96;Normal pressure hydrocephalus;Drainage in throat;22
97;Alopecia;Too little hair;94
97;Alopecia;Irregular appearing scalp;28
97;Alopecia;Skin rash;26
97;Alopecia;Skin swelling;19
97;Alopecia;Abnormal appearing skin;19
97;Alopecia;Dry or flaky scalp;16
97;Alopecia;Acne or pimples;16
97;Alopecia;Skin dryness, peeling, scaliness, or roughness;13
97;Alopecia;Itchy scalp;13
97;Alopecia;Itching of skin;13
97;Alopecia;Feeling ill;10
97;Alopecia;Skin growth;7
98;Hashimoto thyroiditis;Weight gain;19
98;Hashimoto thyroiditis;Constipation;19
98;Hashimoto thyroiditis;Heavy menstrual flow;11
98;Hashimoto thyroiditis;Premenstrual tension or irritability;11
98;Hashimoto thyroiditis;Warts;11
98;Hashimoto thyroiditis;Difficulty in swallowing;11
98;Hashimoto thyroiditis;Too little hair;11
98;Hashimoto thyroiditis;Palpitations;11
98;Hashimoto thyroiditis;Heartburn;11
98;Hashimoto thyroiditis;Suprapubic pain;11
98;Hashimoto thyroiditis;Abnormal involuntary movements;11
98;Hashimoto thyroiditis;Feeling hot;11
99;Flat feet;Foot or toe pain;74
99;Flat feet;Knee pain;43
99;Flat feet;Ankle pain;31
99;Flat feet;Problems with movement;23
99;Flat feet;Cramps and spasms;23
99;Flat feet;Feet turned in;23
99;Flat feet;Symptoms of eye;13
99;Flat feet;Foot or toe stiffness or tightness;13
99;Flat feet;Skin swelling;13
99;Flat feet;Weight gain;13
99;Flat feet;Skin growth;13
99;Flat feet;Retention of urine;13
100;Nonalcoholic liver disease (NASH);Sharp abdominal pain;56
100;Nonalcoholic liver disease (NASH);Upper abdominal pain;56
100;Nonalcoholic liver disease (NASH);Nausea;35
100;Nonalcoholic liver disease (NASH);Dizziness;24
100;Nonalcoholic liver disease (NASH);Diarrhea;24
100;Nonalcoholic liver disease (NASH);Weight gain;17
100;Nonalcoholic liver disease (NASH);Mouth ulcer;10
100;Nonalcoholic liver disease (NASH);Chills;10
100;Nonalcoholic liver disease (NASH);Paresthesia;10
100;Nonalcoholic liver disease (NASH);Joint pain;10
100;Nonalcoholic liver disease (NASH);Nosebleed;10
100;Nonalcoholic liver disease (NASH);Regurgitation;10
101;Hemarthrosis;Knee pain;92
101;Hemarthrosis;Knee swelling;64
101;Hemarthrosis;Frequent urination;36
101;Hemarthrosis;Shoulder pain;36
101;Hemarthrosis;Ankle swelling;36
101;Hemarthrosis;Knee lump or mass;36
101;Hemarthrosis;Abnormal appearing skin;36
101;Hemarthrosis;Ache all over;36
101;Hemarthrosis;Knee stiffness or tightness;36
101;Hemarthrosis;Problems with movement;36
101;Hemarthrosis;Elbow cramps or spasms;2
101;Hemarthrosis;Elbow weakness;2
102;Pelvic organ prolapse;Involuntary urination;62
102;Pelvic organ prolapse;Frequent urination;36
102;Pelvic organ prolapse;Symptoms of bladder;28
102;Pelvic organ prolapse;Retention of urine;24
102;Pelvic organ prolapse;Suprapubic pain;17
102;Pelvic organ prolapse;Vaginal pain;14
102;Pelvic organ prolapse;Pelvic pain;10
102;Pelvic organ prolapse;Blood in urine;10
102;Pelvic organ prolapse;Pelvic pressure;10
102;Pelvic organ prolapse;Vaginal discharge;8
102;Pelvic organ prolapse;Excessive urination at night;6
102;Pelvic organ prolapse;Intermenstrual bleeding;6
103;Fracture of the arm;Arm pain;61
103;Fracture of the arm;Wrist pain;58
103;Fracture of the arm;Elbow pain;39
103;Fracture of the arm;Shoulder pain;37
103;Fracture of the arm;Wrist swelling;10
103;Fracture of the arm;Arm swelling;8
103;Fracture of the arm;Elbow swelling;6
103;Fracture of the arm;Arm stiffness or tightness;4
103;Fracture of the arm;Wrist stiffness or tightness;2
103;Fracture of the arm;Shoulder stiffness or tightness;1
103;Fracture of the arm;Elbow stiffness or tightness;1
104;Coagulation (bleeding) disorder;Leg pain;30
104;Coagulation (bleeding) disorder;Leg swelling;17
104;Coagulation (bleeding) disorder;Nosebleed;17
104;Coagulation (bleeding) disorder;Blood in urine;17
104;Coagulation (bleeding) disorder;Eye redness;11
104;Coagulation (bleeding) disorder;Melena;8
104;Coagulation (bleeding) disorder;Lymphedema;8
104;Coagulation (bleeding) disorder;Hemoptysis;8
104;Coagulation (bleeding) disorder;Leg cramps or spasms;4
104;Coagulation (bleeding) disorder;Early or late onset of menopause;4
104;Coagulation (bleeding) disorder;Knee swelling;4
104;Coagulation (bleeding) disorder;Vaginal pain;4
201;Intracranial hemorrhage;Headache;63
201;Intracranial hemorrhage;Depressive or psychotic symptoms;32
201;Intracranial hemorrhage;Disturbance of memory;32
201;Intracranial hemorrhage;Problems with movement;32
201;Intracranial hemorrhage;Dizziness;30
201;Intracranial hemorrhage;Seizures;27
201;Intracranial hemorrhage;Weakness;25
201;Intracranial hemorrhage;Vomiting;25
201;Intracranial hemorrhage;Joint pain;19
201;Intracranial hemorrhage;Abnormal involuntary movements;19
201;Intracranial hemorrhage;Diminished vision;16
201;Intracranial hemorrhage;Difficulty speaking;12
202;Hyperkalemia;Shortness of breath;52
202;Hyperkalemia;Weakness;49
202;Hyperkalemia;Nausea;45
202;Hyperkalemia;Vomiting;40
202;Hyperkalemia;Dizziness;36
202;Hyperkalemia;Sharp chest pain;32
202;Hyperkalemia;Depressive or psychotic symptoms;24
202;Hyperkalemia;Sharp abdominal pain;24
202;Hyperkalemia;Feeling ill;15
202;Hyperkalemia;Decreased heart rate;12
202;Hyperkalemia;Decreased appetite;12
202;Hyperkalemia;Difficulty in swallowing;8
203;Cornea infection;Pain in eye;80
203;Cornea infection;Eye redness;66
203;Cornea infection;Diminished vision;55
203;Cornea infection;Symptoms of eye;44
203;Cornea infection;Foreign body sensation in eye;39
203;Cornea infection;Lacrimation;32
203;Cornea infection;Eye burns or stings;28
203;Cornea infection;Itchiness of eye;21
203;Cornea infection;Spots or clouds in vision;13
203;Cornea infection;Swollen eye;10
203;Cornea infection;Lip swelling;7
203;Cornea infection;Itchy eyelid;7
204;Abscess of the lung;Cough;81
